"","lag.1","lag.2","lag.3","PE10.1","PE10.2","TARGET"
"1",0.00867516285262058,0.00399586868211297,0.0138487042816152,18.94,18.78,-0.0524981769869179
"2",-0.0524981769869179,0.00867516285262058,0.00399586868211297,18.4,18.94,-0.034277828842309
"3",-0.034277828842309,-0.0524981769869179,0.00867516285262058,17.99,18.4,-0.00402342048450679
"4",-0.00402342048450679,-0.034277828842309,-0.0524981769869179,17.69,17.99,0.00953610930112556
"5",0.00953610930112556,-0.00402342048450679,-0.034277828842309,18.07,17.69,-0.0278746363066868
"6",0.0315434105102358,-0.0278746363066868,0.00953610930112556,18.1,17.34,0.0712723413325603
"7",0.0712723413325603,0.0315434105102358,-0.0278746363066868,19.42,18.1,0.0544201753855678
"8",0.0544201753855678,0.0712723413325603,0.0315434105102358,20.74,19.42,0.0246729531897166
"9",0.0211175684735952,0.0246729531897166,0.0544201753855678,21.68,20.98,0.0312105764249534
"10",0.0312105764249534,0.0211175684735952,0.0246729531897166,22.35,21.68,0.0765312937538987
"11",0.0765312937538987,0.0312105764249534,0.0211175684735952,24.41,22.35,-0.0557047378996253
"12",0.0909338804124334,-0.0557047378996253,0.0765312937538987,25.24,23.06,-0.0734365483340208
"13",0.0097526270596112,-0.0734365483340208,0.0909338804124334,23.08,23.14,-0.00901096199554576
"14",-0.00901096199554576,0.0097526270596112,-0.0734365483340208,22.59,23.08,-0.0153371803847801
"15",-0.0153371803847801,-0.00901096199554576,0.0097526270596112,22.25,22.59,0.0172406702689348
"16",0.0172406702689348,-0.0153371803847801,-0.00901096199554576,22.38,22.25,-0.0202433643512702
"17",0.0171348050228391,-0.0202433643512702,0.0172406702689348,22.34,21.68,0.00456032320688458
"18",0.00456032320688458,0.0171348050228391,-0.0202433643512702,22.46,22.34,-0.0028031640792773
"19",-0.0028031640792773,0.00456032320688458,0.0171348050228391,22.41,22.46,0.0295528750490975
"20",0.0295528750490975,-0.0028031640792773,0.00456032320688458,22.82,22.41,-0.00638469667018651
"21",-0.00995112011778234,-0.00638469667018651,0.0295528750490975,21.96,22.43,0.0183173087900986
"22",0.0183173087900986,-0.00995112011778234,-0.00638469667018651,22.39,21.96,0.0223693908719001
"23",0.0223693908719001,0.0183173087900986,-0.00995112011778234,23.17,22.39,-0.00176097608053762
"24",-0.00176097608053762,0.0223693908719001,0.0183173087900986,22.86,23.17,-0.0361731468946561
"25",-0.0361731468946561,-0.00176097608053762,0.0223693908719001,20.6,22.86,-0.0432908091728152
"26",-0.0432908091728152,-0.0361731468946561,-0.00176097608053762,20.41,20.6,-0.0273516729754148
"27",-0.0273516729754148,-0.0432908091728152,-0.0361731468946561,19.63,20.41,0.045653661703153
"28",0.045653661703153,-0.0273516729754148,-0.0432908091728152,20.32,19.63,-0.00995112011778234
"29",-0.00995112011778234,0.045653661703153,-0.0273516729754148,20.11,20.32,-0.0440530219363592
"30",-0.0440530219363592,-0.00995112011778234,0.045653661703153,19.88,20.11,-0.0457224496522554
"31",-0.0457224496522554,-0.0440530219363592,-0.00995112011778234,18.98,19.88,-0.0235680165574771
"32",-0.0608722847166591,-0.0235680165574771,-0.0457224496522554,17.82,18.95,-0.0510741512705059
"33",-0.0510741512705059,-0.0608722847166591,-0.0235680165574771,16.92,17.82,-0.0366672685608695
"34",-0.0366672685608695,-0.0510741512705059,-0.0608722847166591,16.3,16.92,-0.0284521161694688
"35",-0.0284521161694688,-0.0366672685608695,-0.0510741512705059,15.65,16.3,-0.0370193438853087
"36",-0.0370193438853087,-0.0284521161694688,-0.0366672685608695,15.25,15.65,-0.000833625116406634
"37",-0.000833625116406634,-0.0370193438853087,-0.0284521161694688,15.41,15.25,0.041120431531905
"38",0.041120431531905,-0.000833625116406634,-0.0370193438853087,16.04,15.41,0.0125807345675283
"39",0.0125807345675283,0.041120431531905,-0.000833625116406634,15.86,16.04,-0.0313392311314697
"40",-0.0313392311314697,0.0125807345675283,0.041120431531905,15.02,15.86,-0.00710508702191484
"41",-0.00710508702191484,-0.0313392311314697,0.0125807345675283,15.08,15.02,0.0203680326396523
"42",-0.0253332070712579,0.0203680326396523,-0.00710508702191484,15.53,15.57,-0.0024861411656202
"43",0.0366142252473195,-0.0024861411656202,-0.0253332070712579,16.04,15.47,0.0293371786096877
"44",0.0293371786096877,0.0366142252473195,-0.0024861411656202,16.3,16.04,0.0392492064422146
"45",0.0530590949075286,0.0392492064422146,0.0293371786096877,17.63,16.74,0.048752645022149
"46",0.048752645022149,0.0530590949075286,0.0392492064422146,18.08,17.63,0.00572087099017136
"47",0.00572087099017136,0.048752645022149,0.0530590949075286,18.16,18.08,0.0175601511826678
"48",0.0175601511826678,0.00572087099017136,0.048752645022149,18.46,18.16,0.0389315289858901
"49",0.023989615743167,0.0389315289858901,0.0175601511826678,19.83,19.17,-0.0162525890109188
"50",0.0268891725775192,0.00767261927868432,-0.0544928461736588,19.21,18.74,0.0325052672489999
"51",-0.000767856024740521,0.0325052672489999,0.0268891725775192,19.74,19.57,0.00996282149023306
"52",0.00996282149023306,-0.000767856024740521,0.0325052672489999,19.9,19.74,-0.00937961968503167
"53",0.0203809736867125,-0.00937961968503167,0.00996282149023306,19.58,19.44,0.0299829475006882
"54",-0.0288180790977232,-0.0111408882533705,0.0299829475006882,19.26,19.87,-0.0177150509024505
"55",-0.0177150509024505,-0.0288180790977232,-0.0111408882533705,18.88,19.26,-0.0308923124974742
"56",-0.0308923124974742,-0.0177150509024505,-0.0288180790977232,18.05,18.88,0.0089637750423047
"57",-0.0301687005888293,0.0089637750423047,-0.0308923124974742,18.2,18.17,0.0673213556585189
"58",0.0263432852914237,0.0673213556585189,-0.0301687005888293,19.2,18.97,-0.0343901262604373
"59",-0.0343901262604373,0.0263432852914237,0.0673213556585189,18.1,19.2,0.0163231613746607
"60",-0.013128187477426,0.0163231613746607,-0.0343901262604373,17.66,18.14,-0.0328914044853587
"61",-0.0328914044853587,-0.013128187477426,0.0163231613746607,17.22,17.66,-0.0359070988897287
"62",-0.0359070988897287,-0.0328914044853587,-0.013128187477426,16.22,17.22,-0.107465930279831
"63",-0.107465930279831,-0.0359070988897287,-0.0328914044853587,14.69,16.22,0.000755561131844029
"64",0.000755561131844029,-0.107465930279831,-0.0359070988897287,14.67,14.69,-0.0391998792852285
"65",-0.0391998792852285,0.000755561131844029,-0.107465930279831,13.79,14.67,-0.0366486478005838
"66",-0.0366486478005838,-0.0391998792852285,0.000755561131844029,13.14,13.79,0.033527925167626
"67",-0.0147044299048406,-0.0819185586871537,0.033527925167626,12.33,12.51,-0.119125489387633
"68",-0.119125489387633,-0.0147044299048406,-0.0819185586871537,10.83,12.33,-0.064553920224539
"69",0.0459089482637022,-0.064553920224539,-0.119125489387633,11.33,10.59,0.0377113992931078
"70",0.0377113992931078,0.0459089482637022,-0.064553920224539,11.9,11.33,-0.0412024237262608
"71",-0.0412024237262608,0.0377113992931078,0.0459089482637022,11.55,11.9,0.0360710367173714
"72",0.0360710367173714,-0.0412024237262608,0.0377113992931078,11.98,11.55,0.0484336796788603
"73",0.0484336796788603,0.0360710367173714,-0.0412024237262608,12.45,11.98,0.0484432184142337
"74",0.0484432184142337,0.0484336796788603,0.0360710367173714,13.08,12.45,-0.00271366260244346
"75",0.031970182163399,-0.00271366260244346,0.0484432184142337,13.35,13.05,0.0380099612220453
"76",0.0380099612220453,0.031970182163399,-0.00271366260244346,13.88,13.35,-0.0149790991454823
"77",-0.0149790991454823,0.0380099612220453,0.031970182163399,13.7,13.88,0.00814217967918172
"78",0.00814217967918172,-0.0149790991454823,0.0380099612220453,13.69,13.7,0.0614970850957622
"79",0.0614970850957622,0.00814217967918172,-0.0149790991454823,14.44,13.69,0.0183739323285185
"80",-0.0331408190552337,-0.000706667858512944,0.0183739323285185,14.17,14.76,0.00952080462325009
"81",0.00952080462325009,-0.0331408190552337,-0.000706667858512944,14.34,14.17,0.0398432616210754
"82",0.0398432616210754,0.00952080462325009,-0.0331408190552337,14.65,14.34,0.0286971766280276
"83",0.0286971766280276,0.0398432616210754,0.00952080462325009,14.95,14.65,0.0134757393819852
"84",0.0101612145074493,0.0134757393819852,0.0286971766280276,15.23,15.04,0.0198345699693872
"85",0.0198345699693872,0.0101612145074493,0.0134757393819852,15.42,15.23,-0.00304158437225013
"86",-0.000105687755604844,-0.00304158437225013,0.0198345699693872,14.99,15.25,-0.0089229893256654
"87",-0.0089229893256654,-0.000105687755604844,-0.00304158437225013,14.75,14.99,0.00769546362870663
"88",0.00769546362870663,-0.0089229893256654,-0.000105687755604844,14.75,14.75,-0.0256140530768744
"89",-0.0256140530768744,0.00769546362870663,-0.0089229893256654,14.55,14.75,-0.0403910646553815
"90",-0.0403910646553815,-0.0256140530768744,0.00769546362870663,14,14.55,0.0203680326396523
"91",0.0203680326396523,-0.0403910646553815,-0.0256140530768744,14.05,14,-0.0284148736086659
"92",-0.0533367340250125,-0.0206213118935445,-0.0284148736086659,13.02,13.57,-0.0558952511913468
"93",-0.0558952511913468,-0.0533367340250125,-0.0206213118935445,12.34,13.02,0.0199914557193669
"94",0.0199914557193669,-0.0558952511913468,-0.0533367340250125,12.75,12.34,0.00273336197837324
"95",0.00273336197837324,0.0199914557193669,-0.0558952511913468,12.94,12.75,0.0409649667302753
"96",-0.00509695789303102,0.0409649667302753,0.00273336197837324,14.16,13.92,-0.0323477540616478
"97",-0.0323477540616478,-0.00509695789303102,0.0409649667302753,13.74,14.16,0.0199952013814221
"98",0.0199952013814221,-0.0323477540616478,-0.00509695789303102,14.05,13.74,0.0130892965830959
"99",0.0130892965830959,0.0199952013814221,-0.0323477540616478,14.72,14.05,-0.015756888432373
"100",-0.015756888432373,0.0130892965830959,0.0199952013814221,14.37,14.72,-0.0083245023838975
"101",0.0172993489843144,-0.0083245023838975,-0.015756888432373,15.05,14.75,0.0158205727137656
"102",0.0158205727137656,0.0172993489843144,-0.0083245023838975,15.33,15.05,-0.0081685041396752
"103",-0.0081685041396752,0.0158205727137656,0.0172993489843144,15.08,15.33,-0.0529693600261679
"104",-0.0529693600261679,-0.0081685041396752,0.0158205727137656,13.9,15.08,-0.0600919159604295
"105",-0.0600919159604295,-0.0529693600261679,-0.0081685041396752,13,13.9,0.00172702664393096
"106",0.00172702664393096,-0.0600919159604295,-0.0529693600261679,13.07,13,0.0353296057216502
"107",0.0353296057216502,0.00172702664393096,-0.0600919159604295,13.73,13.07,0.000377026660314783
"108",-0.00292632767013359,0.000377026660314783,0.0353296057216502,13.79,13.93,-0.0128340501666616
"109",-0.0128340501666616,-0.00292632767013359,0.000377026660314783,13.53,13.79,0.0243318052706184
"110",0.0243318052706184,-0.0128340501666616,-0.00292632767013359,13.64,13.53,0.0266830682516296
"111",0.0266830682516296,0.0243318052706184,-0.0128340501666616,13.65,13.64,-0.00506671739708455
"112",-0.00506671739708455,0.0266830682516296,0.0243318052706184,13.65,13.65,-0.00402342048450679
"113",-0.00402342048450679,-0.00506671739708455,0.0266830682516296,13.79,13.65,-0.00298012357192903
"114",-0.00298012357192903,-0.00402342048450679,-0.00506671739708455,13.8,13.79,0.0186579641974181
"115",0.0186579641974181,-0.00298012357192903,-0.00402342048450679,13.98,13.8,0.00106047455276546
"116",0.00106047455276546,0.0186579641974181,-0.00298012357192903,13.93,13.98,-0.00605387803488879
"117",-0.00605387803488879,0.00106047455276546,0.0186579641974181,13.91,13.93,-0.0152652353507551
"118",-0.0406575536642872,-0.0152652353507551,-0.00605387803488879,13.39,13.75,-0.0125887833434296
"119",-0.0125887833434296,-0.0406575536642872,-0.0152652353507551,13.15,13.39,-0.0401521445730125
"120",-0.0401521445730125,-0.0125887833434296,-0.0406575536642872,12.68,13.15,-0.0231573750710504
"121",-0.0231573750710504,-0.0401521445730125,-0.0125887833434296,12.44,12.68,-0.00516043027158233
"122",-0.00516043027158233,-0.0231573750710504,-0.0401521445730125,12.43,12.44,-0.0317068492329232
"123",-0.0556245492595892,-0.0317068492329232,-0.00516043027158233,11.49,12.22,0.00943244003088504
"124",0.00943244003088504,-0.0556245492595892,-0.0317068492329232,11.53,11.49,0.022357006195597
"125",0.022357006195597,0.00943244003088504,-0.0556245492595892,11.85,11.53,0.00539949964999851
"126",-0.0297759165869213,-0.0361881944552075,0.00539949964999851,11.07,11.47,-0.00526642872410434
"127",-0.00526642872410434,-0.0297759165869213,-0.0361881944552075,11.17,11.07,0.0362013808260025
"128",0.0362013808260025,-0.00526642872410434,-0.0297759165869213,11.64,11.17,0.00903314481792092
"129",0.00903314481792092,0.0362013808260025,-0.00526642872410434,11.91,11.64,-0.0230716154552012
"130",-0.0283555211440375,-0.0230716154552012,0.00903314481792092,11.52,11.69,0.00211533421381791
"131",0.00211533421381791,-0.0283555211440375,-0.0230716154552012,11.48,11.52,-0.00893140579669884
"132",-0.00893140579669884,0.00211533421381791,-0.0283555211440375,11.43,11.48,-0.0609647968846451
"133",-0.0609647968846451,-0.00893140579669884,0.00211533421381791,10.69,11.43,-0.00402342048450679
"134",-0.00402342048450679,-0.00402342048450679,-0.0609647968846451,10.5,10.49,-0.00402342048450679
"135",-0.00402342048450679,-0.00402342048450679,-0.00402342048450679,10.61,10.5,-0.00402342048450679
"136",-0.00402342048450679,-0.00402342048450679,-0.00402342048450679,10.52,10.61,-0.0479426544193426
"137",-0.0479426544193426,-0.00402342048450679,-0.00402342048450679,10.17,10.52,0.0135090582771339
"138",0.0135090582771339,-0.0479426544193426,-0.00402342048450679,10.36,10.17,-0.0174825738585115
"139",-0.0174825738585115,0.0135090582771339,-0.0479426544193426,10.33,10.36,0.0213960083524697
"140",0.0213960083524697,-0.0174825738585115,0.0135090582771339,10.71,10.33,0.0685736920805847
"141",0.0685736920805847,0.0213960083524697,-0.0174825738585115,11.4,10.71,-0.0276416718327152
"142",-0.0276416718327152,0.0685736920805847,0.0213960083524697,11.03,11.4,0.00723373404012726
"143",0.00723373404012726,-0.0276416718327152,0.0685736920805847,11.15,11.03,-0.00776174259511366
"144",-0.00776174259511366,0.00723373404012726,-0.0276416718327152,11.11,11.15,0.0375473572979895
"145",0.0375473572979895,-0.00776174259511366,0.00723373404012726,11.58,11.11,0.0324297632270728
"146",0.0324297632270728,0.0375473572979895,-0.00776174259511366,12.01,11.58,0.0499222424072082
"147",0.0499222424072082,0.0324297632270728,0.0375473572979895,12.55,12.01,0.0303885771132216
"148",0.0303885771132216,0.0499222424072082,0.0324297632270728,12.86,12.55,-0.00191148728136339
"149",-0.00191148728136339,0.0303885771132216,0.0499222424072082,12.88,12.86,-0.0199727218921847
"150",-0.0180549512887648,-0.0199727218921847,-0.00191148728136339,12.35,12.54,-0.00728961827112808
"151",-0.00728961827112808,-0.0180549512887648,-0.0199727218921847,12.18,12.35,-0.0149884426258348
"152",0.0177876949662116,-0.0149884426258348,-0.00728961827112808,12.03,11.91,0.00563849042723028
"153",0.00563849042723028,0.0177876949662116,-0.0149884426258348,12,12.03,-0.0180096624592466
"154",-0.0180096624592466,0.00563849042723028,0.0177876949662116,11.79,12,0.00353193115994275
"155",0.00353193115994275,-0.0180096624592466,0.00563849042723028,11.73,11.79,0.0360240806447686
"156",0.0360240806447686,0.00353193115994275,-0.0180096624592466,11.94,11.73,0.0264977685503803
"157",0.0264977685503803,0.0360240806447686,0.00353193115994275,12.05,11.94,0.0187611213686948
"158",-0.0450086669845548,0.0187611213686948,0.0264977685503803,11.41,12.05,-0.0277726006961702
"159",-0.0277726006961702,-0.0450086669845548,0.0187611213686948,10.99,11.41,-0.0621042585204758
"160",-0.0621042585204758,-0.0277726006961702,-0.0450086669845548,10.06,10.99,0.026513303375575
"161",-0.0191752255051093,0.026513303375575,-0.0621042585204758,9.64,10.33,-0.0384139421358904
"162",0.0160889893025887,-0.0384139421358904,-0.0191752255051093,9.15,9.14,-0.0320678831915066
"163",-0.0320678831915066,0.0160889893025887,-0.0384139421358904,9,9.15,-0.0340487706780047
"164",-0.0340487706780047,-0.0320678831915066,0.0160889893025887,8.57,9,-0.0532826278145077
"165",-0.0532826278145077,-0.0340487706780047,-0.0320678831915066,7.95,8.57,-0.0597340274985124
"166",0.0260334869483033,0.0545229186302899,-0.0387089784723968,6.78,6.64,-0.02441841700558
"167",-0.02441841700558,0.0260334869483033,0.0545229186302899,6.69,6.78,-0.0136853313962436
"168",-0.0136853313962436,-0.02441841700558,0.0260334869483033,6.52,6.69,0.0273784770636361
"169",0.0273784770636361,-0.0136853313962436,-0.02441841700558,6.58,6.52,-0.00268023693803912
"170",0.00525431339373004,0.00399801290006838,-0.00268023693803912,6.3,6.37,-0.00931443811892221
"171",0.021103529592915,0.0375410039367435,-0.00931443811892221,6.33,6.29,-0.0240742175300678
"172",-0.010372648163166,-0.0240742175300678,0.021103529592915,6.1,6.13,-0.000209048409035706
"173",0.0286869458210216,0.0259788298192919,-0.000209048409035706,6.46,6.36,0.0628217351070829
"174",0.0628217351070829,0.0286869458210216,0.0259788298192919,6.83,6.46,0.0223807537120041
"175",0.0223807537120041,0.0628217351070829,0.0286869458210216,7.02,6.83,0.0280306058055767
"176",0.0280306058055767,0.0223807537120041,0.0628217351070829,7.05,7.02,-0.0736925007203179
"177",0.0116368548142517,-0.0736925007203179,0.0280306058055767,6.56,6.48,0.0457704150932337
"178",-0.0340363913148981,0.0457704150932337,0.0116368548142517,6.47,6.79,-0.0338434102601845
"179",-0.0338434102601845,-0.0340363913148981,0.0457704150932337,6.16,6.47,-0.0141643524605558
"180",-0.0141643524605558,-0.0338434102601845,-0.0340363913148981,5.99,6.16,-0.0903143734219824
"181",0.0639813086295505,-0.0903143734219824,-0.0141643524605558,5.8,5.46,-0.0121300080174954
"182",-0.0121300080174954,0.0639813086295505,-0.0903143734219824,5.6,5.8,-0.0688720672254316
"183",-0.0215457711767092,-0.0688720672254316,-0.0121300080174954,5.04,5.19,-0.00528684453127895
"184",-0.0440029549717841,-0.00528684453127895,-0.0215457711767092,5.02,5.08,0.0308863946525198
"185",-0.00275357904403064,0.0308863946525198,-0.0440029549717841,5.35,5.3,-0.0561185323679089
"186",-0.0561185323679089,-0.00275357904403064,0.0308863946525198,5.13,5.35,-0.0978640923094717
"187",-0.0978640923094717,-0.0561185323679089,-0.00275357904403064,4.78,5.13,0.0390867031692218
"188",-0.0298498200444052,-0.0110806127945057,0.0390867031692218,5.19,5.27,0.00032756534981968
"189",0.025914667159799,0.00032756534981968,-0.0298498200444052,5.61,5.3,-0.0874660962612307
"190",-0.00708152684332766,-0.0874660962612307,0.025914667159799,5.2,5.22,-0.0163502329651654
"191",-0.0163502329651654,-0.00708152684332766,-0.0874660962612307,5.16,5.2,0.0204801025714071
"192",0.00950045204881875,0.0204801025714071,-0.0163502329651654,5.48,5.38,0.0483141046237233
"193",0.0328228529014597,0.0176576455768172,-0.00539234609184849,6.82,6.46,0.0549278153781941
"194",0.0549278153781941,0.0328228529014597,0.0176576455768172,7.27,6.82,0.0342130175547438
"195",-0.0134463406190121,0.0342130175547438,0.0549278153781941,7.56,7.59,0.0030520807316937
"196",0.0328896515460793,0.0030520807316937,-0.0134463406190121,8.02,7.6,0.0216906849545123
"197",0.0216906849545123,0.0328896515460793,0.0030520807316937,8.27,8.02,0.0178115081186935
"198",0.0178115081186935,0.0216906849545123,0.0328896515460793,8.43,8.27,-0.054975747658434
"199",-0.00629873432164265,-0.054975747658434,0.0178115081186935,7.96,8,0.0095514486065623
"200",0.0095514486065623,-0.00629873432164265,-0.054975747658434,8.15,7.96,0.0377868495755084
"201",0.0377868495755084,0.0095514486065623,-0.00629873432164265,8.53,8.15,0.0120111293627501
"202",0.0120111293627501,0.0377868495755084,0.0095514486065623,8.7,8.53,-0.0396451036070688
"203",-0.0396451036070688,0.0120111293627501,0.0377868495755084,8.37,8.7,-0.0524290432148605
"204",-0.0524290432148605,-0.0396451036070688,0.0120111293627501,8,8.37,-0.0428289949063018
"205",-0.0428289949063018,-0.0524290432148605,-0.0396451036070688,7.67,8,-0.0381730803366253
"206",-0.0381730803366253,-0.0428289949063018,-0.0524290432148605,7.35,7.67,0.000927084675349387
"207",0.000927084675349387,-0.0381730803366253,-0.0428289949063018,7.44,7.35,0.00213044508987146
"208",0.00213044508987146,0.000927084675349387,-0.0381730803366253,7.46,7.44,-0.018856819778608
"209",-0.018856819778608,0.00213044508987146,0.000927084675349387,7.32,7.46,0.0254265605924227
"210",0.0254265605924227,-0.018856819778608,0.00213044508987146,7.55,7.32,0.0292733534285624
"211",0.0292733534285624,0.0254265605924227,-0.018856819778608,7.81,7.55,0.028200311182693
"212",0.028200311182693,0.0292733534285624,0.0254265605924227,8.07,7.81,0.000496361221112273
"213",-0.0233751911454569,0.000496361221112273,0.028200311182693,8.06,8.16,-0.0272802826487738
"214",-0.00755907531681457,-0.0272802826487738,-0.0233751911454569,7.9,7.92,0.014690575946867
"215",0.014690575946867,-0.00755907531681457,-0.0272802826487738,8.05,7.9,0.0412844418490504
"216",-0.0170812774019637,-0.0137061212009239,0.0297304643273502,8.42,8.58,0.0503319935310703
"217",0.0503319935310703,-0.0170812774019637,-0.0137061212009239,8.89,8.42,0.048513913043375
"218",0.0364835637953106,0.048513913043375,0.0503319935310703,9.69,9.31,0.00444721839900195
"219",0.00444721839900195,0.0364835637953106,0.048513913043375,9.83,9.69,-0.0306156806870329
"220",-0.0306156806870329,0.00444721839900195,0.0364835637953106,9.52,9.83,-0.0146669655686237
"221",0.0275732721143656,-0.0146669655686237,-0.0306156806870329,9.73,9.48,0.0137257610197757
"222",0.0233755537036076,0.0137257610197757,0.0275732721143656,9.96,9.8,0.00939959984763403
"223",0.00939959984763403,0.0233755537036076,0.0137257610197757,10.11,9.96,0.0188246735988554
"224",0.0188246735988554,0.00939959984763403,0.0233755537036076,10.36,10.11,0.028458067484392
"225",0.028458067484392,0.0188246735988554,0.00939959984763403,10.72,10.36,0.0266207993208681
"226",0.0266207993208681,0.028458067484392,0.0188246735988554,10.89,10.72,0.0121581623667351
"227",0.0121581623667351,0.0266207993208681,0.028458067484392,11.15,10.89,0.0111102813297156
"228",0.0111102813297156,0.0121581623667351,0.0266207993208681,11.34,11.15,-0.00244364132498856
"229",-0.0743137846082837,-0.00244364132498856,0.0111102813297156,10.71,11.39,-0.0323636598023572
"230",-0.0323636598023572,-0.0743137846082837,-0.00244364132498856,10.4,10.71,0.00292105186830414
"231",0.00292105186830414,-0.0323636598023572,-0.0743137846082837,10.58,10.4,0.0424572738362628
"232",0.0424572738362628,0.00292105186830414,-0.0323636598023572,11.2,10.58,0.0372278790635595
"233",0.0372278790635595,0.0424572738362628,0.00292105186830414,11.87,11.2,0.0348315059183691
"234",0.0348315059183691,0.0372278790635595,0.0424572738362628,12.49,11.87,0.011105461111793
"235",0.011105461111793,0.0348315059183691,0.0372278790635595,12.69,12.49,-0.0268034488163264
"236",-0.0268034488163264,0.011105461111793,0.0348315059183691,12.43,12.69,0.00894890946429303
"237",0.00894890946429303,-0.0268034488163264,0.011105461111793,12.62,12.43,0.0184662830059344
"238",0.0184662830059344,0.00894890946429303,-0.0268034488163264,13.01,12.62,-0.0107173837473055
"239",-0.0107173837473055,0.0184662830059344,0.00894890946429303,13.19,13.01,0.0151937267012717
"240",0.0151937267012717,-0.0107173837473055,0.0184662830059344,13.63,13.19,0.0112329596995894
"241",0.0112329596995894,0.0151937267012717,-0.0107173837473055,14.03,13.63,0.0201942872977622
"242",0.0201942872977622,0.0112329596995894,0.0151937267012717,14.49,14.03,0.0298781311911745
"243",0.00881893242672014,0.0298781311911745,0.0201942872977622,15.12,15,0.0178970852531154
"244",0.0178970852531154,0.00881893242672014,0.0298781311911745,15.82,15.12,0.0478281937034152
"245",0.0478281937034152,0.0178970852531154,0.00881893242672014,16.86,15.82,0.05119230211794
"246",0.05119230211794,0.0478281937034152,0.0178970852531154,17.82,16.86,-0.0194907127778147
"247",-0.0194907127778147,0.05119230211794,0.0478281937034152,17.54,17.82,0.0185027246484256
"248",0.0185027246484256,-0.0194907127778147,0.05119230211794,18.13,17.54,0.0191525878634163
"249",0.0191525878634163,0.0185027246484256,-0.0194907127778147,18.65,18.13,-2.2271962819698e-05
"250",-2.2271962819698e-05,0.0191525878634163,0.0185027246484256,18.81,18.65,-0.0160752162833607
"251",-0.0160752162833607,-2.2271962819698e-05,0.0191525878634163,18.87,18.81,0.0482797564097047
"252",0.0482797564097047,-0.0160752162833607,-2.2271962819698e-05,19.94,18.87,0.0570845655562749
"253",0.0570845655562749,0.0482797564097047,-0.0160752162833607,21.26,19.94,0.0264357870002018
"254",0.0264357870002018,0.0570845655562749,0.0482797564097047,21.83,21.26,-0.0542646369212533
